0.000000	21512.883486	17380.045936	-25036.099557	-18277.177903	-10417.343428	-11893.251466	-8514.338257	-8705.713893	18531.272534	21766.776951	-4230.715839	7457.704241	9842.769485	24490.985214	-29931.623332	5521.462026	0.048000	0.898000	0.462000	192.000000	0.500000	64.000000	14.000000	8.000000	7.000000	56.000000	0.000000	0.000000	0.000000	1697228278.320530	0.000000
2.000000	42921.339622	34669.455548	-49981.898067	-36425.632110	-20700.174058	-23674.252471	-16912.782718	-17286.883865	25238.315789	15321.897307	-4254.185170	15409.985532	21093.229484	34369.584545	-55183.350168	14747.122198	0.048000	0.898000	0.462000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1697228278.798770	0.000000
4.000000	42961.416300	34693.327212	-50067.393490	-36561.977751	-20842.420559	-23791.509723	-17038.824205	-17413.752367	25218.243923	15374.312147	-4218.556490	14975.489971	21119.492783	33567.425140	-55155.209321	14793.032681	0.048000	0.898000	0.462000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1697228278.798836	0.000000
6.000000	42922.859540	34672.383627	-49999.421835	-36446.329826	-20721.095290	-23696.157181	-16938.509576	-17306.151069	25250.408083	15313.671865	-4286.885773	15533.702437	21053.555137	34597.438228	-55221.169319	14718.154337	0.048000	0.898000	0.462000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1697228278.798883	0.000000
8.000000	42948.005253	34677.390418	-50050.920254	-36552.746481	-20826.640228	-23775.036487	-17018.059435	-17394.015776	25172.221681	15344.114941	-4215.315487	14853.941185	21131.674484	33334.296445	-55146.670955	14790.506934	0.042000	0.910000	0.444000	192.000000	0.500000	40.000000	14.000000	56.000000	6.500000	112.000000	0.000000	0.000000	0.000000	1697228278.798927	0.000000
10.000000	42945.859485	34682.978354	-50001.679361	-36452.163631	-20724.380997	-23696.112477	-16932.720474	-17301.747775	25290.261244	15329.899231	-4295.155918	15635.782854	21049.375361	34790.691410	-55225.214985	14720.635381	0.042000	0.910000	0.444000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1697228278.798975	0.000000
12.000000	42945.881837	34666.192194	-50040.951376	-36538.955455	-20818.168916	-23761.111350	-17004.447222	-17379.889474	25149.691123	15334.682504	-4195.645952	14777.520570	21156.641383	33175.375542	-55126.599089	14800.162888	0.042000	0.910000	0.444000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1697228278.798996	0.000000
14.000000	42950.888628	34689.393305	-50023.226443	-36474.515375	-20749.772578	-23723.448661	-16957.039172	-17327.787558	25319.229104	15343.332630	-4304.655409	15708.068396	21028.789404	34952.875668	-55243.163436	14714.063968	0.042000	0.910000	0.444000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1697228278.799019	0.000000
16.000000	42940.830343	34658.614952	-50017.370286	-36511.060478	-20791.883265	-23736.613838	-16978.653309	-17354.252023	25115.135326	15307.547487	-4196.383559	14703.916276	21158.496578	33057.246573	-55128.141359	14788.249408	0.041000	0.914000	0.438000	192.000000	0.500000	32.000000	14.000000	88.000000	6.500000	64.000000	0.000000	0.000000	0.000000	1697228278.799041	0.000000
18.000000	42971.161660	34699.719810	-50021.192434	-36480.148015	-20756.411047	-23721.504059	-16957.642669	-17330.045084	25356.869442	15372.613415	-4289.031540	15740.232556	21045.508509	35030.391518	-55226.533738	14736.393361	0.041000	0.914000	0.438000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1697228278.799059	0.000000
